V1	V2	V3
1	1.92159096265378	0.00425520992563877	-0.00330044469170332
2	0.409112864466262	0.00425520992563877	-0.00330044469170332
3	0.00303716487258804	0.00425520992563877	-0.00330044469170332
4	-0.708690514270969	0.00425520992563877	-0.00330044469170332
5	-0.480660632927348	0.00425520992563877	-0.00330044469170332
6	-0.177321927312707	-2.47020914360578	0.701429277602312
7	-0.183846960715087	-0.539196270096657	0.467417989940893
8	-3.14652840809549	0.289959269204891	-0.528511135362669
9	0.507355150571499	-3.12736601481936	3.12762933538697
10	-0.727458871121443	-0.662668684208226	0.778604915068989
11	-0.618675601191605	-0.738394340803863	1.03078581741896
12	1.19090323243142	-1.28403354123364	-1.3473976927689
13	1.02945894907833	-1.40236554994541	0.290074069478104
14	-0.65844300673135	0.549760286071857	0.413621985146584
15	-0.225922964765441	2.81084401377468	0.685272254850448
16	0.106554525853519	1.63813405055467	0.0168887500130372
17	0.686195921457786	0.447403114240412	-1.18888300066416
18	0.60986381448517	0.662955100576598	-1.11208245032238
19	-0.146144151639622	0.610888788840903	-0.188737303044925
20	-0.677915204305042	0.921132191012916	0.268277562204987
21	0.377253258660689	0.837101913082107	-1.01663427450005
22	-0.267361753524426	-0.386755926230745	0.540082666780632
23	0.826727016915397	0.266442141624055	-1.34853847994438
24	-0.510379658700686	1.16972845246458	-0.226431404978406
25	0.183855581465994	-0.0238814318461724	-0.373939271681046
